,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Helpful,Date
69489,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Very happy,Martin Binnington,5.0,United Kingdom,,Verified Purchase,Very good product,0,2020-03-04
69495,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Happt,Taz,5.0,United Kingdom,,Verified Purchase,Good bit of kit,0,2020-02-09
69497,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Nice set,shauna,5.0,United Kingdom,,Verified Purchase,"Most of it is very useful. The nose suction i have found useless but so far I've used the brush, thermometer and nail clippers and all work great and feel good.",0,2020-02-04
69509,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Great!,Elle Lell,5.0,United Kingdom,,Verified Purchase,Brilliant brand.,0,2020-03-15
69512,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Set,karolina,5.0,United Kingdom,,Verified Purchase,Amaizing product,0,2020-02-06
69517,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Great for travel,Jen Fyall,5.0,United Kingdom,,Verified Purchase,Everything stated as it should ideal for travelling !,0,2020-01-27
69520,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,perfect,"okeoma,chimezie henry",5.0,United Kingdom,,Verified Purchase,perfect,0,2020-02-21
69526,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Ok,Slawomir,5.0,United Kingdom,,Verified Purchase,Ok,0,2019-12-08
69529,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Good quality and value,nannyann,5.0,United Kingdom,,Verified Purchase,Good quality and value,0,2019-12-06
69538,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Baby gift,mrs ann-marie wands,5.0,United Kingdom,,Verified Purchase,Great gift,0,2020-02-24
69542,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,excellent,panos,5.0,United Kingdom,,Verified Purchase,excellent,0,2019-12-24
69543,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Amazing quality and amazing value,Steph Matthews,5.0,United Kingdom,,Verified Purchase,My baby loves having her hair brushed with the soft bristles,0,2020-01-03
69546,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Gift,Kevin pepper,5.0,United Kingdom,,Verified Purchase,Came on time great set,0,2020-01-23
69549,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,I like,Madalina Baron,5.0,United Kingdom,,Verified Purchase,I like ☺️,0,2019-12-24
69553,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,😊,mr mark dewey,5.0,United Kingdom,,Verified Purchase,Happy,0,2019-12-06
69569,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Good,Viktorija,5.0,United Kingdom,,Verified Purchase,Everything is good apart from the nose suction thing because the end that goes into nose is to big for baby’s nose so had to get a separate one from pharmacy.,0,2020-03-11
69593,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Quality,Hajar,5.0,United Kingdom,,Verified Purchase,Like,0,2020-02-03
69609,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,.,Elina,5.0,United Kingdom,,Verified Purchase,Thank you its great,0,2020-01-29
69622,"Tommee Tippee Healthcare Kit for Baby, Black, 9 Count",4.7,24691,nan,Safe and good!,Nina,5.0,United Kingdom,,,For trAvelling is very useful!,0,2020-02-25
69648,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,813,6.88,Easy to use and great adhesion!,Megan C.,5.0,United Kingdom,,Verified Purchase,Absolute life saver in labour. Borrowed an Elle TENS off a friend and these were recommended as the replacement pads. They are so easy to use and most importantly stayed in place for the entire 10 hours of labour. Would definitely recommend!,0,2020-01-09
69666,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,813,6.88,USEFUL,christine ann davis,5.0,United Kingdom,,Verified Purchase,DID WHAT IT SAYS ON THE TIN,0,2020-03-28
69676,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,813,6.88,Good purchase,MP,5.0,United Kingdom,,Verified Purchase,These pads work well. And are very good for related use.,0,2020-03-23
69734,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,813,6.88,Useful,Ava_zhou,5.0,United Kingdom,,Verified Purchase,Useful,0,2020-03-04
69819,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,813,6.88,Good to have,CheshireSmilez,5.0,United Kingdom,,Verified Purchase,These are great for my tens machine and came in really handy,0,2019-12-02
69836,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Almost perfect,Jennifer Rea,4.0,United Kingdom,Colour: Blue 2,Verified Purchase,Really like the travel bag its solid and looks good. The only negative is the comb is damaged it's all bent and unusable. The rest of the products are of a high standard.,3,2019-12-27
69854,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Sad it did have full use on pack,Mary K,2.0,United Kingdom,Colour: Blue,Verified Purchase,Bought this pack as was desperate for thermoniter virus outbreak made a shortage thought great this pack has one in but sadly the battery was dead so no good for situation needed sorry about this feedback it these awkward times,0,2020-03-24
69862,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Super handy kit!,Claire,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,"So pleased I bought this. I got it mainly for the nail clippers and scissors, but I've used most of the other items too. I've found the ear cleaner especially useful, which is not something that comes with most kits. For the price you get so many handy things, would definitely recommend buying it!",0,2020-02-15
69867,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,The best!,Ivelina Mincheva,5.0,United Kingdom,Colour: Blue,Verified Purchase,Surprisingly good quality of everything included in the pack. Very nicely organised by the manufacturers.I would recommend that is very useful,0,2020-02-09
69873,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Everything in one,Rebecca Orr,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,This is great everything you need in one wish it came in other colours I’ve had to buy blue when I’m having a girl,0,2020-02-21
69880,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Must have,Maria,5.0,United Kingdom,Colour: Blue,Verified Purchase,This kit have everything you need to take care after your infant. And all this in lovely solid case. Would definitely recommend it,0,2020-02-25
69882,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Two thumbs up!,Jaday,4.0,United Kingdom,Colour: Blue 2,Verified Purchase,Absolutely satisfied with this kit! I love all the items especially the nasal bulb - really came in handy! Highly recommended.,0,2020-01-22
69885,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Need a better booklet to say what items are,J L GOSDEN,3.0,United Kingdom,Colour: Blue 2,Verified Purchase,Nice little set but the little booklet doesn't say what half of the items are. I had to Google what certain items are and how to use them.,0,2020-03-08
69897,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Excellent quality,Camila de Souza,5.0,United Kingdom,Colour: Blue,Verified Purchase,"Fast delivery, excellent quality, all itens received ! I would definitely recommended this care kit.",0,2020-01-27
69904,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Would recommend,M.N,5.0,United Kingdom,Colour: Blue,Verified Purchase,"Bought before the baby's been born. Now three months in, I find it quite useful and of good quality for the money. Although, we haven't used everything from the kit.",0,2020-02-28
69906,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,"Top one,",G Baral,5.0,United Kingdom,Colour: Blue,Verified Purchase,"Purchased this for baby shower gifts, best quality and good price for purpose.",0,2020-03-26
69912,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Good product and fast delivery,Patrycja Iwa,5.0,United Kingdom,Colour: Blue,Verified Purchase,"Good product and fast delivery, value for money",0,2020-03-30
69919,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Recommend!,Ioana Gheorghiu,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,I love this! Very helpful! Good quality!,0,2020-02-25
69922,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Best baby grooming set,Lala2000,4.0,United Kingdom,Colour: Blue,Verified Purchase,Everything needed to keep baby well groomed.,0,2020-02-09
69928,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,I definitely recommend!!!,jesussite,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,Very impressed with the quality and amount of items. Better than the branded ones. I would definitely recommend!,0,2020-03-30
69930,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Lots of accessories good value,Ian W. Dickinson,5.0,United Kingdom,Colour: Blue,Verified Purchase,Gift at a baby shower. Lots of accessories. Could do with an instruction book but found the instructions online,0,2020-01-04
69931,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Great value,Sam Cornelius-Jones,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,Great value for money as lots included. Only really used the nail scissors and nasal aspirator at the moment and they work great.,0,2020-02-12
69936,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Usefull gift,Roxanne,5.0,United Kingdom,Colour: Blue,Verified Purchase,Bought it for a new mommy and is very handy for newborns.,0,2020-01-23
69939,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Brilliant,morag whyte,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,Perfect for taking kids temperature a really good gift,0,2020-03-25
69940,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Havet use it yet,Michael todd,5.0,United Kingdom,Colour: Blue,Verified Purchase,Lovely little starter kit,0,2020-01-06
69942,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Thermometer issue,Andyel,3.0,United Kingdom,Colour: Blue 2,Verified Purchase,Contents as described however the thermometer is reading inaccurate so I’m returning it as I bought primarily for the thermometer.,0,2020-03-26
69944,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Brilliant delivery too,Sara Louise Gordon,5.0,United Kingdom,Colour: Blue,Verified Purchase,Fantastic Product!!Contains everything needed for Your Babies Health Care.Brilliant health are kit box.,0,2020-03-02
69946,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,👍🏽,Lisa Baba,5.0,United Kingdom,Colour: Blue,Verified Purchase,Everything I need for my new born,0,2020-02-13
69951,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Low battery on thermometer 🌡,Jen,3.0,United Kingdom,Colour: Blue,Verified Purchase,As described. My only issue is the thermometer has a low battery.,0,2020-03-05
69954,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,All in one baby grooming,Sur,5.0,United Kingdom,Colour: Blue,Verified Purchase,Fantastic selection for the price. All you need for a baby grooming.,0,2020-02-03
69958,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,"Dirty, used appliances",Jal,1.0,United Kingdom,Colour: Blue,Verified Purchase,"When this product was delivered the appliances inside of the case were covered in short hairs. Considering this was bought for my newborn son, I am really disgusted and therefore haven't used the product!",0,2019-12-12
69959,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,good set,Diana,5.0,United Kingdom,Colour: Blue,Verified Purchase,"very good set, you have all essential for the little one.",0,2020-01-29
69960,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Review,Mrs D A Peterken,4.0,United Kingdom,Colour: Blue,Verified Purchase,"I bought it for a friend and had it delivered straight to her so I haven't actually seen it.  However, my friend said it was 'just the job'  so I guess it was all good.",0,2020-03-13
69962,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,.,amy,5.0,United Kingdom,Colour: Blue,Verified Purchase,Perfect,0,2020-01-01
69965,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,👍🏽👍🏽,sherxxxx,5.0,United Kingdom,Colour: Blue,Verified Purchase,Very good,0,2020-03-12
69969,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Great product!,Ana Cristina,5.0,United Kingdom,Colour: Blue,Verified Purchase,Has everything that I need in order to take care of my baby's hygiene!,0,2020-03-05
69971,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Sent me a used product,LOLITA Nwaigwe,1.0,United Kingdom,Colour: Blue,Verified Purchase,Had to send back as it looked like it had been used before even had hair in the box so disappointed,0,2020-01-01
69972,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,The thermometer was broken,Jolan Tari,1.0,United Kingdom,Colour: Blue,Verified Purchase,The thermometer was broken it😡,0,2020-01-26
69977,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Stunning product,elaine bunce,5.0,United Kingdom,Colour: Blue,Verified Purchase,Loved the product amazing price and a perfect present for new mums,0,2020-03-26
69985,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Great product,kelly,5.0,United Kingdom,Colour: Blue,Verified Purchase,Great product everything u need for a baby,0,2020-02-10
69987,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Happy after buying this product.,Smita Singh,4.0,United Kingdom,Colour: Blue,Verified Purchase,Satisfied with my purchase.,0,2020-01-09
69994,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Good,Debora,5.0,United Kingdom,Colour: Blue,Verified Purchase,Good,0,2020-03-22
70001,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,As pictured,Sally Bennett,4.0,United Kingdom,Colour: Blue,Verified Purchase,"Only needed a thermometer,",0,2020-03-25
70002,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Value for money,Amazon Customer,4.0,United Kingdom,Colour: Blue,Verified Purchase,Perfect for its purpose.,0,2020-03-30
70007,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Love it,Holly,5.0,United Kingdom,Colour: Blue,Verified Purchase,Love the product,0,2020-03-28
70008,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Great value,ChristopherJones,5.0,United Kingdom,Colour: Blue,Verified Purchase,Essential items at a great price,0,2020-03-30
70009,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Very good,Amy,5.0,United Kingdom,Colour: Blue,Verified Purchase,Very good,0,2020-01-11
70011,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Has everything you need 👍,Lisa,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,👍,0,2020-03-29
70012,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Great value,Anton Kiri,5.0,United Kingdom,Colour: Blue,Verified Purchase,Very nice one,0,2020-01-30
70022,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Beautiful,Amazon Customer,5.0,United Kingdom,Colour: Blue,,A gift,0,2020-02-27
70027,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,A must have!,Genny Tanaka,5.0,United Kingdom,Colour: Blue,Verified Purchase,"Arrived as described. Good, hard case. Looks smart and has everything you need, just in case, for baby. Love it.",0,2020-03-11
70032,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Good product,GISELA DE VIVO,5.0,United Kingdom,Colour: Blue,Verified Purchase,Great new baby gift,0,2019-12-11
70034,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Worth the buy,Crystals22,5.0,United Kingdom,Colour: Blue,Verified Purchase,Brought this case as a present and they were very pleased with the contents inside. Going to recommend item to her friends.,0,2020-02-26
70044,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2239,14.99,Cute,Rebecca,5.0,United Kingdom,Colour: Blue,Verified Purchase,"Does the job, all you need in one box",0,2020-03-22
70078,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,A useful and needed diary cover with room for careful improvement!,I. A.,2.0,United Kingdom,,Verified Purchase,"Solid with stiff board inside and the faux leather material appears quite thick. The general construction and sewing appears very good. However the item is lacking in finesse. Velcro on small pocket not aligned, so does not hold closed. However this is academic since the  pocket is not of any use.! More important, the zip, although solid, is very rough making it-for me- unusable; it jams sometimes unless I am very careful and deliberate. It reminds me of zips from 40 years ago. There is binding next to the zip. Rather than using one piece, the manufacturers have continued with a join which is unsightly and has a black mark on it. Overall the fit is tight even with a 12 cm thick A5 notebook. with a 20 mm spiral wire spine, placed inside. Personally I would have prefered if it were 5-10 mm thicker.  I am disappointed, mainly because of the zip.",3,2020-01-15
70088,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Lovely,rachaelboylan3,5.0,United Kingdom,,Verified Purchase,This is for work and it is brilliant. I can keep my diary and some paperwork out with me whilst I’m on the road.,0,2020-02-15
70103,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Vibrant and practical,D. Preston,5.0,United Kingdom,,Verified Purchase,Love the vibrant colour. Fits my diary and addition docs in perfectly.,0,2020-01-04
70105,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Pink case,Amazon Customer,4.0,United Kingdom,,Verified Purchase,Sturdy and a good organised case,0,2020-03-24
70108,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Item faulty on opening,Danno,3.0,United Kingdom,,Verified Purchase,Opened package first time tooth missing on zip0. Zio Not running past gap. See attached photoNot happy  would like a replacement pls asapDan carneytrafask@gmail.com,0,2020-01-17
70109,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Damaged,Jade Potter,1.0,United Kingdom,,Verified Purchase,"This product was exactly what I wanted and was very quickly dispatched, however when I unpackaged it, it had pen marks on the front of it that I was unable to clean off. As it was a pale colour it was very noticeable.",0,2020-01-27
70114,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Great,Louise,5.0,United Kingdom,,Verified Purchase,Great quality,0,2020-01-21
70133,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Durable and looks professional,Ann,5.0,United Kingdom,,Verified Purchase,Two years on and still using it,0,2019-12-31
70136,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Good,Nathalie Mannion,4.0,United Kingdom,,Verified Purchase,"Good organiser, although the zip is very stiff and difficult to use.",0,2020-03-19
70155,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,Hardy.. But not as Hardy as Tom,KevC,4.0,United Kingdom,,Verified Purchase,Used it for a month or so and seems quite durable. Decent amount of space. Zipper helps secure loose papers,0,2019-12-13
70171,"Boxclever Press Luxury A5 Diary Cover. Textured Cover with Zip for A5 Diaries & Journals. Untitled Diary Covers for Nurses, Health Care Professionals, Students or Home Use. (Seaspray)",4.6,309,19.99,👌👌,Amy Early,5.0,United Kingdom,,Verified Purchase,"Perfect. As a community nurse I needed this to keep my diary and other bits of important info in. I love it, fits the bill perfectly. Thank you",0,2020-03-29
70317,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,REVOLUTIONISED our stressful mealtimes,K. Higham,5.0,United Kingdom,,Verified Purchase,"Junior still can't hold a spoon at 2.5 years, has developmental delay and sensory issues amongst other things and always big issues around food generally. For some reason he uses finger and thumb to hold cutlery /really weak fist if we're lucky and ends up turning it upside down before it reaches his mouth (again for unknown reasons!) He also won't touch most food so we end up feeding him, but given his age he's been point blank refusing as he's craving control but just can't manage it. We've tried EVERYTHING...or so we thought!

The shape of this set has just meant he has managed to stab tomatoes and strawberries, scooped omelette and yoghurt and SOME MADE IT TO HIS MOUTH rather than his lap! We did iiiiiit!!!

Also arrived in a couple of days and the colours are appealing to children. The edges are curved so risk of injury is less, but the knife actually does cut and the fork is still pointed enough to actually get through food such as tomato skins, peppers etc.

We have had such stress around mealtimes recently and it sounds dramatic but it's honestly helped a situation that was starting to make the whole family miserable and dread mealtimes. Thank you so much!",3,2020-02-16
70341,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Comfortable,louise stacey,5.0,United Kingdom,,Verified Purchase,"They have helped my daughter so much. She has hyper mobility which causes her so much pain. And this cutlery has made life so much easier for her. We have a set for home, school and travelling.",0,2020-02-14
70343,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Easy to recommend,Jenna Spiller,5.0,United Kingdom,,Verified Purchase,"Really pleased we ordered these. My son is super hyper mobile and was struggling to use a flat knife, fork and spoon. We purchased these and it has made a drastic difference to his eating and confidence. I would highly recommend these, they have taught his really good cutting skills with a knife to.",0,2020-02-26
70346,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Not age appropriate,Ty Lloyd-Smith,2.0,United Kingdom,,Verified Purchase,I didn't realise these would be so small. I brought them for my 10 year old daughter. I think they would be more suitable for younger children,0,2020-03-14
70349,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Friends faughter can b use her cutlery much better now,H Oakley,5.0,United Kingdom,,Verified Purchase,For a friends daughter as she struggled with normal cutlery. Its easier for her to use them as she can hold them and grip them much easier and better for her to use. Friends daughter is very happy with them.,0,2020-04-01
70355,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Simple but impressive,Charlie Ntamark,5.0,United Kingdom,,Verified Purchase,My 5 year old daughter who has severe dyspraxia has found these so much easier to use than normal cutlery. Will get more for her.,0,2020-02-07
70366,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Easy for young hands to use,janice S,5.0,United Kingdom,,Verified Purchase,These were bought for my grandchildren to practice using proper cutlery. They found them easy to handle.,0,2020-01-29
70376,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Easy to use,KatieJ,5.0,United Kingdom,,Verified Purchase,"Brilliant,  after some practice my child can now eat independently without tiring.",0,2020-03-10
70378,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Love them,simon,5.0,United Kingdom,,Verified Purchase,My son is autistic and is behind with these thing and makes meal times so much easier and less stressful,0,2019-12-02
70381,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Good size but not really suitable for Left-hander.,Charles Hall,5.0,United Kingdom,,Verified Purchase,Smaller than most cutlery but was difficult to use for disabled Left-handed 80+ Yr-old.,0,2019-12-04
70389,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Easy to use,Amazon Customer,5.0,United Kingdom,,Verified Purchase,My son is now eating his meals a lot faster and not making as much mess from spillage. Very happy.,0,2020-03-02
