,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,State,Review,Helpful,Date
48982,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Prefer original,Brydey heather Furness,3.0,United Kingdom,Verified Purchase,Sometimes the voice control doesn’t understand what your saying and it is harder to keep track of money in the game,0,2020-03-22
48987,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good game,lynnda10,5.0,United Kingdom,Verified Purchase,Easy game to play but disappointed with the plastic characters not easy to distinguish between them.,0,2020-03-08
48988,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Fun,rachael aslett,5.0,United Kingdom,Verified Purchase,"Such a fun, different family game. We have a disabled child who has poor use of his hands so he really enjoys this game.",0,2020-01-13
48989,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,The children just love it!!,Rashaaqa,5.0,United Kingdom,Verified Purchase,Played with my grandchildren and they loved the fact the could ask / speak to the game. Sometimes frustrating that the voice got it wrong sometimes,0,2020-01-11
48993,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Deep voice required,Beth,5.0,United Kingdom,Verified Purchase,"Great fun, easy to use. Only down side was it prefers male voices!",0,2020-01-20
48994,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Family time,S.Wintle,5.0,United Kingdom,Verified Purchase,It’s great for young and old and great fun,0,2020-02-08
48995,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Monopoly,ian870,4.0,United Kingdom,Verified Purchase,It is a good game but all the game pieces are the same colour and difficult to distinguish. It would have been better if they were all different colours.,0,2019-12-11
49004,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Makes a game of monopoly much easier,Celia Joyce,5.0,United Kingdom,Verified Purchase,Really like the electronic version of this classic board game particularly the banking all electronic with no paper money. Some of the rules have changed but I think for the better.,0,2020-01-25
49009,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good quality,Kat_Gaz,4.0,United Kingdom,Verified Purchase,Quality product quick delivery,0,2020-01-04
49010,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good fun,Amazon Customer,5.0,United Kingdom,Verified Purchase,"Bought as a gift for my nephew, he loves it!!",0,2020-02-19
49011,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Grrrrrr !!!,William Blakey,3.0,United Kingdom,Verified Purchase,Will do your head in needs total quiet to pick up what you want to do,0,2020-01-03
49012,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Monopoly,ray,5.0,United Kingdom,Verified Purchase,Granson loves it,0,2019-12-30
49013,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great family game,Natalie muzio,5.0,United Kingdom,Verified Purchase,"Great family game and at a very cheap price, we love it",1,2019-12-06
49014,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Would buy again,susan moran,5.0,United Kingdom,Verified Purchase,Great Xmas game,0,2020-01-05
49016,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great family game,Natalie muzio,5.0,United Kingdom,Verified Purchase,"Great family game and at a very cheap price, we love it",1,2019-12-06
49017,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Lots of fun,Iain Alexander,5.0,United Kingdom,Verified Purchase,Had lot of fun,0,2020-01-03
49018,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Voice recognition rubbish,Prime User,1.0,United Kingdom,Verified Purchase,Never worked properly!?!,0,2020-03-01
49019,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great family game,Natalie muzio,5.0,United Kingdom,Verified Purchase,"Great family game and at a very cheap price, we love it",1,2019-12-06
49021,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Just love it,Monika,4.0,United Kingdom,Verified Purchase,Fantastic,0,2020-03-17
49024,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,5 star,natasha horn,5.0,United Kingdom,Verified Purchase,5 star,0,2020-01-28
49025,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great gift,scott carling,4.0,United Kingdom,Verified Purchase,My niece loved it & nice to see her playing on something apart from her phone,0,2020-02-04
49028,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great,SHEN,5.0,United Kingdom,Verified Purchase,Very good product and fun functions.,0,2020-01-01
49029,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Pros and cons,Chris V,3.0,United Kingdom,Verified Purchase,Made the game a lot quicker but machine became a bit laggy and started making mistakes.,0,2020-03-11
49031,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Fun,caz,5.0,United Kingdom,Verified Purchase,Very good,0,2020-01-08
49032,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,It is good,m colton,4.0,United Kingdom,Verified Purchase,My daughter loves it.,0,2020-01-12
49034,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Children loved it,ELAINE GARNETT,5.0,United Kingdom,Verified Purchase,My granddaughter was very happy with the game. The only comment made by my daughter was the voice activation was a little temperamental.,0,2019-12-30
49035,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Gamer,Michelle,5.0,United Kingdom,Verified Purchase,Daughter loved this,0,2019-12-25
49037,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great game,Martin,5.0,United Kingdom,Verified Purchase,Great sped up version of the game. Stops the banker cheating. Funny when it struggles with regional accents.,0,2019-12-19
49042,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great kids version of monopoly,Jo Ricketts,5.0,United Kingdom,Verified Purchase,Once we got used to the commands. We loved this quick game of monopoly.,0,2019-12-29
49043,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Wouldn’t recommend for the price,Danielle fountain,1.0,United Kingdom,Verified Purchase,Not really happy with my order you say what you want to buy and certain words to it and it says the complete opposite and make you buy a completely different property then you said to it very disappointing.....,0,2020-03-05
49044,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Funny,Garry,5.0,United Kingdom,Verified Purchase,Funny The Voice Need to Repeat all the time !,0,2020-01-01
49045,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Keep clear avoid,Jody rackham,1.0,United Kingdom,Verified Purchase,Voice recognition is terrible avoid,0,2020-02-16
49048,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good but not good,Harry,2.0,United Kingdom,Verified Purchase,It’s fine not great doesn’t recognise if u want to buy properties and if go on a train ride takes u to Kent road every time,0,2019-12-31
49049,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,"Good value for money, prompt delivery",Amazon Customer,5.0,United Kingdom,Verified Purchase,"My Sons Christmas present , he was really pleased with it 👍",0,2020-02-07
49050,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,"Good value for money, prompt delivery",Amazon Customer,5.0,United Kingdom,Verified Purchase,"My Sons Christmas present , he was really pleased with it 👍",0,2020-02-07
49052,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,The electronic banking isn't responding properly.,MAGDALENA DRECHNOWICZ,1.0,United Kingdom,Verified Purchase,"The electronic banking isn't working properly. When we are trying to buy ""Bow Street"" it either sells some other property or doesn't respond at all.",0,2020-03-28
49053,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Voice issues,Mr. C. P. Neeves,3.0,United Kingdom,Verified Purchase,Needs silence to recognise voice and some commands on some properties simply do not work. For example it does not recognise northumberland avenue,0,2020-01-31
49056,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,The price and the quality of the product.,gabrielle madeleine dunford,5.0,United Kingdom,Verified Purchase,I liked all of it and compared to the High Street the price was very good. We have played with this game many times since Christmas.,0,2020-01-13
49057,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Fun for all the family,Danielle,5.0,United Kingdom,Verified Purchase,"Absolutely brilliant, had some great games with the family, usually ending in arguments but such a laugh",0,2020-01-20
49058,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Doesn't understand your voice,Mark Simmons,1.0,United Kingdom,Verified Purchase,Does not understand my voice at all. Unable to be played,0,2020-02-04
49060,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Simplified version of the game,Amazon Customer,2.0,United Kingdom,Verified Purchase,"Not great. Simplified version of the game, and voice recognition is annoying at times. Played once and we go back to original board version",0,2020-01-13
49062,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Fast Delivery,Lisa,5.0,United Kingdom,Verified Purchase,"Fast delivery, great price",0,2019-12-06
49063,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good product and a little added fun.,Amazon Customer,4.0,United Kingdom,Verified Purchase,"Good product, something that changes it up and is exactly what it says on the tin. Prompt delivery !",0,2020-02-23
49064,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Game,avisha,5.0,United Kingdom,Verified Purchase,Unusual,0,2020-01-11
49065,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Very disappointed,Lorna Burbage,1.0,United Kingdom,Verified Purchase,A waste of money for us.  Doesn't understand our accent...very disappointed kids.,0,2020-01-16
49066,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,More fun - less cheating 👍🏻,BlackHog,5.0,United Kingdom,Verified Purchase,Great twist to a traditional game,0,2020-02-04
49068,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Not good,Amazon Customer,3.0,United Kingdom,Verified Purchase,Daughter didn’t like this said was to hard to use,0,2020-02-22
49071,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Poor voice recognition,craig,1.0,United Kingdom,Verified Purchase,The voice recognition is extremely poor and ended up giving up with the game.Would not recommend the voice game at all,0,2020-01-06
49073,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great game!,sue,5.0,United Kingdom,Verified Purchase,"All the family love this, it's much easier for the little ones as the dont have to handle any money and love pressing the buttons instead",0,2019-12-27
49074,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Wrong game so sent it back,Aileen fyfe,5.0,United Kingdom,Verified Purchase,Sent it back as it was wrong game,0,2019-12-11
49075,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Only worked first time !,Vikas D,1.0,United Kingdom,Verified Purchase,"Voice command only worked properly for first time. Second game onwards, didn’t understand the ‘pass go’ command. Avoid buying it !",0,2020-01-21
49077,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great gift,Caroline,5.0,United Kingdom,Verified Purchase,"I bought this as a gift, quick delivery and the recipient was very happy.",0,2020-03-22
49078,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Rubbish,shelly madden,1.0,United Kingdom,Verified Purchase,Do not bye this,0,2019-12-28
49079,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Calue,A and D,5.0,United Kingdom,Verified Purchase,Value,0,2020-01-18
49080,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Mr Monopoly 2020,Amazon Customer,5.0,United Kingdom,Verified Purchase,"great fun, voice recognition sometimes not the best - but this does add to the novelty aspect of the product and is fun",0,2020-01-04
49081,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,what you see is what you receive,old boy,5.0,United Kingdom,Verified Purchase,it stops those who like to bend the rules.,0,2020-01-04
49082,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Average voice Recognition,Vejune,5.0,United Kingdom,Verified Purchase,"Amazing game, but sometimes it does not recognise some sentences and you have to repeat 10 times.",0,2020-02-20
49085,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Frustrating game,Glitter79,3.0,United Kingdom,Verified Purchase,Massive fan of monopoly but this one not so good after 5 mins your all shouting it's very annoying,0,2020-02-15
49087,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,rubbish,mrs kocak,1.0,United Kingdom,Verified Purchase,the hat is shocking it never ubderstands peoples commands especially buying houses or banking!!,0,2020-03-02
49088,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Happy,Andrew,5.0,United Kingdom,Verified Purchase,Good,0,2019-12-16
49089,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,😀,Amazon Customer,5.0,United Kingdom,Verified Purchase,like it so much good game to play with friends and family,0,2020-01-10
49091,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Waste of money!,Lauren,1.0,United Kingdom,Verified Purchase,"Rubbish!! Spent most of my time repeating myself over and over, returning it for sure!!",0,2019-12-28
49093,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,6,Daniel Micheal Moore,1.0,United Kingdom,Verified Purchase,The delivery was good go back to old style is better,0,2020-03-09
49095,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Fun,Julie Bennion,4.0,United Kingdom,Verified Purchase,We have had lots of fun but you do have to speak clearly as it does not always understands what you are saying,0,2019-12-30
49096,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Absolutely loved it,Thomas,5.0,United Kingdom,Verified Purchase,Brilliant product,0,2020-02-09
49097,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,It’s a good buy,G E Pritchard,5.0,United Kingdom,Verified Purchase,Needs a very quiet playing area,0,2020-01-21
49098,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Fab family game,Hannah Riley,5.0,United Kingdom,Verified Purchase,Love this game. Voice recognition takes a bit of time understanding you but such a fun way to play.,0,2020-01-02
49100,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Present,ann douglass,5.0,United Kingdom,Verified Purchase,Very happy,0,2020-01-02
49101,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Excellent game,katie,5.0,United Kingdom,Verified Purchase,One of the best monopoly games out so far. Fantastic family games and gets the whole family laughing,0,2019-12-29
49102,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Cant understand voice,Kindle Customer,2.0,United Kingdom,Verified Purchase,Not as good as the original. Smaller and just doesn't fit the intended use,0,2020-01-09
49103,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Doesn't work,rachel,1.0,United Kingdom,Verified Purchase,Pieces missing.  Voice recognition really doesnt work so hard to actually play the game.,0,2020-01-01
49104,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Family friendly.,adrian pool,5.0,United Kingdom,Verified Purchase,Kids love it.,0,2019-12-08
49105,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Game not to bad,Mrs S Martin,4.0,United Kingdom,Verified Purchase,Voice recognition was a bit hit and miss.,0,2020-02-05
49106,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good game,Karl Hipwell,3.0,United Kingdom,Verified Purchase,I like the game but the voice control can be very tempermentel at time,0,2019-12-03
49107,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Very good,G L,4.0,United Kingdom,Verified Purchase,Recipients very happy,0,2020-01-18
49108,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good game,Sheila welford,5.0,United Kingdom,Verified Purchase,It’s good but the speakers to load,0,2020-01-01
49109,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great game just a bit frustrating when the device doesn’t understand your instruction,Vicky Murray,4.0,United Kingdom,Verified Purchase,Great game,0,2020-03-05
49111,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Waste of money,faith mercer,1.0,United Kingdom,Verified Purchase,Absolutely rubbish. Stick to the original.,0,2020-03-02
49112,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Smaller version,danielle adair,3.0,United Kingdom,Verified Purchase,Smaller version than standard monopoly. Only has 4 players max,0,2020-01-03
49113,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great fun,Peter,5.0,United Kingdom,Verified Purchase,Great fun adds a new element to the game,0,2020-01-10
49115,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Voice recognition is awful,nour Kamel,1.0,United Kingdom,Verified Purchase,Doesn’t recognize what im saying,0,2020-01-27
49116,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great Game,Amazon Customer,5.0,United Kingdom,Verified Purchase,Great game,0,2020-01-25
49119,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great game.,Peter Hunt,5.0,United Kingdom,Verified Purchase,Brilliant! The kids love it!,0,2020-01-29
49120,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Monoooly,sal,1.0,United Kingdom,Verified Purchase,Not wirth the money.,0,2020-02-26
49121,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,...,Josh,5.0,United Kingdom,Verified Purchase,Good,0,2020-01-24
49122,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,The best version yet!,SonicQuack,5.0,United Kingdom,nan,"I've moved on from Monopoly in my love for board games, however I like to keep my hand in. I was a bit disappointed with the Electronic Banker edition, which tried to streamline the game but the technology, in hindsight, wasn't as good as it needed to be. This one however - I'm impressed.

This iteration does not remove the runaway leader aspect that is evident in most of the versions. Perhaps that slow erosion of other players wealth is your draw to the series. I find that slog rather depressing, so at least it's quicker in this version. My taste though, is not under review.

Less properties per side, with only the need for a single house (or in fact, an option to go straight to a hotel) really speeds this up. It feels like Monopoly Lite. It makes for potential 30m games with two players, just over an hour with four (keeping it snappy). Less lucky games can still be a couple of hours at a maximum (but not that four hour affair of the original). The maximum player count is four with updated player tokens (including a dinosaur!).

The only cards are the deeds (minimal content upon them, with the reduction in housing above) and a single GOOJF card (you'll work that out). This keeps clutter to a minimum and the absence of money is handled really well. The digital assistant is top notch for two reasons. Speech recognition is very good - it does make the odd error, easily undone with the cancel button (and can be repeated with the other button). More importantly, it's concise. A little theatre is added with sound effects, however there are no long monologues - it's quick and to the point, facilitating swift gameplay. The speech is clear and doesn't sound cheap. This was exceptionally refreshing and a genuine surprise.

Each player gets a player aid, explaining how to verbally activate each choice (purchase a property, pass go, demand rent etc.). After a short time it's easy to carry out your instructions without needing to reference the card. All book-keeping is automatic, clearly explained by the digital assistant. You can also ask about your balance and who's winning too. The whole digital integration in to the classic game has been well thought out to make it as simple as possible. Since each player has their own button to use (player piece dependant) keeping track is easy and if you make an mistakes the game usually points it out.

There are other changes to the rules in there to spice things up too. Trading player cards without consent mixes things up in a ""take-that!"" way, auctions are simple and how running out of money is tracked, enforcing sales, keeps things flowing quickly too.

Overall, this simpler and accessible version is a real winner for me and I'd no longer fear the family or friends suggesting a game.",1,2020-02-16
49123,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,"Different rules, different quality to the original. Poorly made, do not recommend.",bookworm8,2.0,United Kingdom,nan,"Very disappointing. I do not like this at all, and it is not very user friendly, it feels as if it is made on the cheap just to trade on the Monopoly name. There is a maximum of four players, which is too limiting. The playing pieces (tokens) are all made of a green plastic - almost indistinguishable from each other unless you are really close, which is confusing. The houses and hotels are an even flimsier plastic and move out of place at the slightest draught. The box states that there are 8 houses and 12 hotels. This set has 7 houses and 13 hotels, hardly effective quality control!  The rules are a bit different and the game is soon over, which is a relief as the poor quality meant that there is far more frustration than pleasure. The top hat idea wouldn’t have been better if it recognised different voices more easily, for us it didn’t and it made the game so irritating. It is now back in its box, we have returned to using our old, original Monopoly, which is shabby now but gives lots of fun, includes all of us and does not force us to have auctions/trades.",2,2019-12-21
49124,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Variation of a classic!,Albert O.,5.0,United Kingdom,nan,Video Player is loading.,1,2019-12-26
49125,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,An Alexa type Monopoly and we are sold!,Micky - bookphenomena,5.0,United Kingdom,nan,"We have played this all over Christmas as a family and we're still not bored. One of the things about monopoly is that the money is a pain and the cards hanging about the board are also a pain. This version of the game takes all of the hassle out of the game and allows you enjoy just playing!

In the middle of the board is a simplified Alexa-type module that responds to voices and prompts. You move around the board as is traditional with dice and a character, but according to what you land on, you press the appropriate character button and for e.g. buy property or chance card, or pay rent. The module keeps a tally of all your money, property, houses etc. Cheating is not possible and we found the game so much more fun.

The board itself is more simplified than it used to be (but it's not just this version, monopoly seems to have done this to all new editions) in that each suit of properties is only two not three and community chest has gone, just leaving chance cards.

I can't recommend this version of the game highly enough and the price is very fair.",0,2019-12-30
49126,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Completely ruined the Monopoly experience and we all gave up within 5 minutes of starting.,🎖Skipping Lion,1.0,United Kingdom,nan,"I absolutely love Monopoly, as do all my family. I also love tech and innovative new improvements to everyday stuff. This looked like the perfect combination - so I ordered ready for the Christmas/New Years holidays.

Upon opening the product everything was looking good! It’s probably the most aesthetic Monopoly board of all time, it really does look great. The character pieces look good quality and the main command unit looks really cool.

HOWEVER...

The command unit was unbelievably frustrating! Mr Monopoly got almost EVERY command wrong!

To make things worse, you then have to physically press the “X” button to rectify any mistake made, before continuing with the game.

We followed the instructions to the letter, but nothing seemed to work.

It completely ruined the Monopoly experience and we all gave up within 5 minutes of starting. It’s unplayable!

Ruined my plans of playing Monopoly with the family over the holidays. I really wish I just ordered a classic version.

Overall, this is an absolutely terrible product. It looks good but who cares when it’s unbelievably frustrating and barely works. Get the classic version instead. Hasbro, what are you doing to Monopoly?!",1,2020-01-18
49127,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Really disappointing.,Anthemusa Reviews,1.0,United Kingdom,nan,"We are so disappointed with how awful this is. Let me preface the following by saying that we are massive Monopoly fans in this house. We already own 5+ different versions of this game and play it regularly so we were super excited to get this new version. Unfortunately it was a total let down and I definitely wouldn't recommend it as a version of the game.

We've played a few times now. The starting money amount is not enough to do very much, you need to have rules for 2 players (such as no auctions). The whole ""trade"" square is silly (especially with two players). The two of each colour set is not enough. The lack of transport squares is disappointing. Everything about this version takes away from any skill you need to play monopoly, and makes it all about luck of the dice. (I hate games purely based on luck).
The voice needs a volume control, and we have had a few moments where a cough has been taken as a command or we wanted to undo something and you don't know if you have or not. The pieces are not the best either. They are all sort of see through green and look quite similar to each other. And the property values are awful. Not much difference in each set of colours. Not much better to have whole set on one side to the opposite. Major fail on the money side of it! Having now read the reviews about it not understanding people, we didn't have that as such. It just picked up every tiny noise we made and took it as a random command.

If I had to look for the positives, there are a couple. We thought the hat was ok - it understood us. It could potentially be useful for taking away on holiday as a condensed version of the game since it's smaller than the original and most variations. If you happen to prefer games of luck to games of strategy, you may prefer this version.

But for me personally, I wouldn't recommend this one over older versions at all.",0,2020-01-10
49128,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,A bit like comparing 20/20 cricket with a test match!,Victor Meldrew Mk2,5.0,United Kingdom,nan,"This isn't Monopoly as you know it!  I have compared this game to the full version as something akin to the difference between 20/20 cricket and a full test match.  Basically this is a much more interactive game and, unlike the original, the first player who succeeds in getting one set does not nearly always win.Out of the box you receive a board, the voice banking module, a set of property cards, 4 player pieces (not 6) and hotels and houses.  4 players is not the only change.  This game has been designed to be much quicker and at first, we thought that it would not be as entertaining.  How wrong can you be.  So what is different?+. Only two properties per set for a start, unlike the traditional games where it is only the Mayfair/Old Kent combination which is two properties and the rest three.+. You only have to buy a house before you purchase a hotel, not 4.+. Community chest has been consigned to the bin, you only have chance now -similar with utilities.  The stations remain, but now, via the voice controller, when you land on a ""station"" you simply get told to move to a different location+. in place of the utilities, you now get exchange care.  Land on this square, pay $100 dollars and you can exchange one of your property cards for someone else's; even if they don't want to.  Straight swap if you wish, Old Kent for Mayfair!!  This livens up the game and removes the option for the gloating relative, who hoards all the properties and both spoils and prolongs the game to be forced to release properties.Game play is much simpler and thankfully over quicker now.So what about the voice banking.  Well you have to play it in a quiet environment in order for the voice recognition to work properly.  We found that the module recognised our commands over 90% of the time and if not, we pressed the reset button and gave the command again.  It really is very good and kept a tally of our financial state, our bank balances etc - even declaring the winner when someone iOS made bankrupt.It is questionable as to whether this is a better game than the original board game, personally, as the difficult relative who generally hoards the properties and makes everyone's life hell, I am not sure, for everyone else, it is far better and particularly younger children, who having failed to secure a property empire in 20 minutes or less go off and sulk.  Now they are engaged much more and even when losing, enjoy the game much more.Not necessarily better then than the original, but our family really enjoys playing it.",0,2019-12-27
49129,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,A simplified version of an old favourite,YvonneB,4.0,United Kingdom,nan,"My husband and I are big fans of the original Monopoly game and have played it many times. This new version is good and does not take as much space as the original as this one uses an electronic top hat interactive banking machine.

The board has 1 less property per coloured property section, e.g pink properties on the original only have 2 properties on this one. There is no paper money as the machine is used instead.

When we play Monopoly we tend not to have any background noise so for two adults this game was good, but we did have the occasional problem when using the machine. My husband has a strong local accent so he had to make more of an effort to speak clearly. I tend to speak quickly and again this caused the machine problems.

The game does not take as long to play as the original one, that can take several hours.

Overall this was a good game, that does have a few problems with the interactive machine, but its okay if we speak clearly and slowly. The playing pieces do not feel as good a quality as the original ones and there are less individual playing pieces. I think my husband and I both agree that we do prefer the original but that is because we have played that version so many times. I do think that it would be good for those new to the game though.",0,2019-12-28
49130,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Montony-opoly: Banking edition,Aidan,2.0,United Kingdom,nan,"Gave up on this because halfway through each game the banker decides a property is held by the wrong person and can't be fixed, so game over.That aside it's been watered down to a classy version of snakes and ladders. There's no taxes, no train stations (it's now a annoying trip to a random place on the board, only two of each set, you can buy a hotel for one property and have the other vacant and for some reason the rent is the same as the purchase price?!  I like the idea of the computer figuring the finances out but it just gives you the sense that everything is free and you have no idea who's rich or about to go bankrupt. The bank suprisingly good at voice commands but just not good enough for a board game. If you want to hear someone going ""buy...buy...buy..."" for 5 minutes because the hat doesn't understand their voice this is the game for you.Ignoring the fact the pieces are cheap green transparent plastic so you can't make out which piece is yours this is suitable for 8 year olds and no one else - it might even bore kids after 2 games. It plays like an interactive story, not a game... more strategy in a game of snap",1,2019-12-20
