Product,Category_x,Price_x,Individual Review,Location,Date,Review,Helpful
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-04-10,"
  No scent and works good and moisturizing
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,4.0,United States,2020-01-12,"
  Wife loves it but I can’t really tell a difference in my skin.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-07-06,"
  Love the product, saved my skin from dryness. Doesn’t have a scent, it seems sticky but isn’t at all and moisturizes my face well.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-02-12,"
  The secret ingredient for glowing skin. I swear by this product, it’s changed the skin game immensely. Must have if you want glowing skin.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-11,"
  This makes your skin look so healthy and strong Definitely very healing
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,3.0,United States,2020-06-08,"
  Work on my sister but not for me. Too oily for my skin.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-06-22,"
  Excellent
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-25,"
  Favorite snail essence and price is great
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-18,"
  No noticeable scent, did not irritate my highly sensitive acne-prone skin, love the fact that snail mucin contains hyaluronic acid in it.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-01-16,"
  Very hydrating without breaking out
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-01-24,"
  Amazing for repairing skin. A go-to. Great for everyday or every other day. Perfect for a dry winter.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-11,"
  Would definitely recommend for highly acne skin
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,4.0,United States,2019-12-10,"
  Very effective and affordable essence. I have usd the product for only 5 weeks so I can’t spdak to its long term effectiveness. But I do like how it’s sticky consistency ( it’s made from snails right?). Recommend using it prior to other richer moisturizers and a face roller!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-01-12,"
  Clean and easy to use under other moisturizer and makeup.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,2.0,United States,2020-03-21,"
  No changes noticed after 2 months of use.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-03-30,"
  this has made a dramatic difference in my skin. I’ve had it for a while now and the bottle is still basically full. I love it and will definitely repurchase.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-02-01,"
  😍
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-03-12,"
  My niece struggles with acne I met someone at the store who recommended this. With time it has really smoothed and evened out her skin. Highly recommend
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-29,"
  This is a MUST HAVE for me! I've been doing the 10 step K beauty skincare routine for a while and this is something I have to have. I'd say I used over 15 bottles and my skin just loves it.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-30,"
  This is a pretty good product, barely has any scent. A little sticky - but goes away on massaging onto your face. A little goes a long way.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-01-28,"
  Loooove this essence, absolutely my favorite
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-02-02,Video Player is loading.,0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,4.0,United States,2019-12-15,"
  Didn’t notice a huge difference
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-01-29,"
  Very moisturizing!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,3.0,United States,2020-01-28,"
  I have dry, sensative skin and it made my face red
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-03-12,"
  This works amazing on my skin. It make my skin feel much smoother and lighter, and it doesn’t make my skin feel sticky. With one layer, it is enough to hydrate my skin and make it bouncy!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-02-01,"
  So many compliments on my skin just a week after use. Was told my skin was glowing! Forgot it out of town and didn’t use for two weeks, noticed a difference right away. Won’t let that happen again!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-17,"
  Very good product for skin care
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-01-13,"
  This, in addition to the corsx bha blackhead serum, have really brightened and evened out my skin tone. A little goes a long way, too. Really like this product.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,2.0,United States,2020-01-09,"
  While this was moisturizing, I didn't notice any long term benefits. Not sure if the product I got was real or a knock off :/. I would not bother buying again.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,2.0,United States,2019-12-16,"
  I don’t feel like this is doing anything at all to be honest.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,2.0,United States,2019-12-27,"
  Moisturizes face but doesn’t change face clarity or overal appearance
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-05-29,"
  It clear my skin in just a week of using it
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,1.0,United States,2020-01-21,"
  Nothing worked,,,now I believe the reviews it's a fake product & I confirm its fake
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,2.0,United States,2020-02-11,"
  The box was open and the cap, which is hard to take off when it's on, was off
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-04-29,"
  Super moisturizering, I loved it!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,3.0,United States,2019-12-12,"
  Great for hydration! Will reorder and will recommend
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-02-21,"
  refresh my skin
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-05-22,"
  It does what it says.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-02-09,"
  The best skin care product I have used on my face <3
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-15,"
  Perfect product for moisturizing and firming.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,1.0,United States,2019-12-30,"
  Wack
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2020-01-12,"
  LOVE LOVE LOVE!!!! And that’s on periodic table!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-27,"
  👍🏽
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,United States,2019-12-17,"
  🥰
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,Canada,2020-07-24,"
  I used it for about a week now. My skin looks amazing!! I have very very sensitive skin and a lot of moisturizing products causes me to break out, especially near the forehead so I approach with caution. This product did not cause any breakouts anywhere on my face. It made my skin look smooth and it is very hydrating. My skin literally glows. I use once in the morning and once before going to bed. I will probably purchase again and continue using it for lifetime.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,4.0,Canada,2020-04-10,"
  I only received this product today so I can only give my first impressions. I will update this in a few weeks though.- The bottle felt a lot smaller than expected, but you don't seem to need much to cover your face and neck, so hopefully it'll last a long time.- It went on nicely and had no smell. My face felt really nice after putting it on. Fresh kind of. My serums and moisturizer had no issues going on afterwards as well so it's a good start!
",1
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,Canada,2020-05-18,"
  This product is really good for its moisturizing benefits. I find that my skin is brighter & healthier. I would definitely be using this forever!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,Canada,2020-01-13,"
  This is  a must have in my skincare routine, I keep repurchasing it time after time.  Can't praise enough the Korean products.The delivery was fast, as promised.Thank you!
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,Canada,2020-03-28,"
  It was moisturizing and I was able to use it in a lot of things. Including my diy body serum and face serum.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,Canada,2020-01-13,"
  This is my holy grail of essences. Super affordable and makes my skin glow.
",0
"COSRX Advanced Snail 96 Mucin Essence 100ml | Snail Mucin 96% Skin Repair Serum | Lightweight Facial Moisturiser with Snail Mucus | Korean Skin Care, Cruelty Free, Paraben Free, Alcohol Free",beauty,22.98,5.0,Canada,2020-03-17,"
  Great product for sensitive skin. Can’t live without it now.
",0
"Armani Exchange Men's Chronograph, Silicone Watch, 44mm case size",watch,66.25,5.0,United Kingdom,2020-07-30,"
  Bought as present
",2
"Armani Exchange Men's Chronograph, Silicone Watch, 44mm case size",watch,66.25,3.0,United Kingdom,2020-03-09,"
  Arrived on time .Colour in not maching it’s dark grey and on the picture it’s almost back . Not happy of the colour at all !
",3
"Armani Exchange Men's Chronograph, Silicone Watch, 44mm case size",watch,66.25,5.0,United Kingdom,2020-07-08,"
  Nice watch it is more on the scale of blue/grey than black but really good purchase
",1
"Armani Exchange Men's Chronograph, Silicone Watch, 44mm case size",watch,66.25,5.0,United Kingdom,2020-01-10,"
  Durable, stylish and mad cheap, couldn’t say a bad word to be honest.
",0
"Armani Exchange Men's Chronograph, Silicone Watch, 44mm case size",watch,66.25,5.0,United Kingdom,2020-02-15,"
  It was a gift for hubby and he loved it.
",0
"Armani Exchange Men's Chronograph, Silicone Watch, 44mm case size",watch,66.25,5.0,United Kingdom,2020-02-14,"
  Bought this for my partner he loves it
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,2.0,United Kingdom,2020-01-31,"I've been tricked to buy this piece of plastic by false specifications on Amazon, stating it has back-light but it doesn't.
Description says it has elastic fabric strap but its not elastic enough for my little girl.
Water resistance ""30m"" has nothing to do with diving at 30 metres (just another lie) and for kids something like this means it'll last to next rainy day.
I can't return this watch since my 4yr put her hands on it but I'd really love to. It is sad how well known, trustworthy brand turned cheapo. Had some sentiment about Timex.
It's simply disappointment.",1
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,3.0,United Kingdom,2020-04-28,"
  I get it for my 7y old daughter who just learn how to read a time, she really likes it and it is easy to read for her but unfortunately a bracelet started to be loose when she is wearing a watch ;( I would not send it back as she is happy with that watch but I will try to sew a bracelet a bit as it is made of elastic band
",1
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-06-04,"
  I bought this for my little girl to help her to tell the time and it’s perfect! The hour hand and hours are labelled pink, the minute hand and minutes are labelled purple and the second hand has a butterfly. It make it really easy to explain the concepts of seconds, minutes and hours. It’s also really pretty and of good quality. I would definitely recommend :-)
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-02,"
  Bought this as a Christmas present for my daughter and she loves it. Only takes it off during bath time. She is 6 and this really helped her confidently tell the time . I really wanted an analogue watch as her first to train her to tell the time and this did the trick
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United Kingdom,2020-07-07,"
  Crap watch. Can hardly see the dials and the strap keeps loosening.x have requested a refund but due to shielding cannot post back atm
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-02-02,"
  A gift for my nephew’s fifth birthday. The watch is perfect, and easy to read. The second hand as a helicopter obviously makes accurate seconds difficult but adds to the absolute charm of the watch.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-02-26,"
  My daughter absolutely loves it - she started making progress with telling time from day 1.I highly recommend this watch!!!
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,4.0,United Kingdom,2020-02-07,"
  The minute numbers are microscopic. Child loves it, nice watch. Strap is good and easy.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,4.0,United Kingdom,2020-03-19,"
  Bought this as gift quiet pleased with the watch for the brand and make
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-26,"
  My 2.5 year old requested ""A watch. A *purple* watch"" from Santa, and was suitably impressed when she unwrapped this at Christmas. Love the elasticated band as it means she can take it on and off herself and it will grow with her.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United Kingdom,2020-03-07,"
  If you’re looking to buy a quality watch this isn’t the one. I paid £25 for this watch as the pictures look really good on Amazon but the quality of this watch is worth £2 maximum. I’m genuinely annoyed at how bad it is for the price it cost.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-11,"
  This was a gift for my 7 year old granddaughter who is learning to tell the time. Good clear face, readable numbers and hands that again were clear to see. She loved it .
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-07-28,"
  My grand daughter loves it
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-06-18,"
  Good little watch. Stretchy strap so easy to fit & adjust to little wrist. No complaints
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United Kingdom,2020-05-24,"
  agree with other reviews. need to fix time by 5-10 mins every couple of days. pretty terrible for that price.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United Kingdom,2020-05-03,"
  Dead on arrival batter needs replacing on delivery guess this is old untested stock
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2019-12-13,"
  Very pretty but not yet given as it is a present
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,4.0,United Kingdom,2019-12-15,"
  Liked the elastic strap and waterproofInternal Package was damaged had to repair
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-06-05,"
  Excellent. My 7 year old loves this watch. Easy to get on and off with the stretchy wrist band.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-01,"
  A present for a 6-year old.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-07,"
  Comfortable on the wrist bright colours
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-15,"
  Excellent first watch
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United Kingdom,2019-12-15,"
  Disappointing ! The watch cover was on upside down - hence  helicopter upside down.  Had to be returned.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-10,"
  Perfect little watch for a new watch wearer!Love the helicopter second hand
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United Kingdom,2020-05-05,"
  Awful no battery in watch
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United Kingdom,2019-12-08,"
  Waste of money
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-07,"
  Easy to read and my grand daughter loves it
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-08,"
  Great watch
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,4.0,United Kingdom,2020-01-21,"
  Just very ok for my princess
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-07-15,"
  Very nice watch for girls
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United Kingdom,2020-01-01,"
  Excellent nice little watch
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,Canada,2020-05-08,"
  Arrived on time
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,Australia,2020-07-28,"
  Couple days after purchase the watch stop working. The screen really really small.. you won’t be able to “ teach” a child the time .
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,Canada,2020-07-09,"
  I ordered this for my lil bro for his Birthday. He loved it.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,4.0,United States,2020-05-05,"
  Timex Girls Time Machines Analog Elastic Fabric Strap Watch is a good watch for girls.  It has clear numbers and lines.  It is a good watch for a kid who is learning to tell time.  They love the designs and colors.  It's the perfect girly mix.  They really like wearing this watch.  It's comfortable to wear and doesn't scratch them or hurt them.  No complaints about that.  This watch is also pretty durable.  The strap doesn't tear too easily.  The face doesn't break.  It's best to keep it out of water so it shouldn't get ruined or break.I recommend this watch.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2019-12-30,"
  This is a cute little watch. Seems to be well made. We’ve gotten off brand watches on Amazon that broke the first day. This one seems like it is going hold up. Excellent price, too. My daughter loves the butterfly second hand and the numbers that tell her the minutes.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2020-03-05,"
  The watch is a present for my grand daughter. She is getting to the age where she likes REAL jewelry, and this one will help her learn to tell time.The last one I bought had a dead battery, this one works as intended.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United States,2019-12-09,"
  Received this with an empty battery. Disappointing having to go through the return process. Likely this watch will go straight back into inventory and sold to the next customer.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2020-01-23,"
  Bought this watch for our six year old. Looks great fits his wrist well. Do not swim with this watch our take it in the shower or bath. Not made for that. Not enough water resistance.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2020-01-19,"
  Bought it for my niece, she loves the butterfly as a second hand. It’s beautiful and cute and she learns to tell time. The band was a little long for her wrist so we trimmed it down using scissors.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2020-02-23,"
  I love the band on this watch. My 4 yr old loves watches, but she is small for her age and we have a hard time finding watches that fit her wrist. The band on this one is perfect. It's 100% adjustable, no latch with holes. She wears it everywhere.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,1.0,United States,2019-12-27,"
  The watch band is flimsy and does not secure well. It is a shame that TIMEX could not build a better band. I would send it back but we thru the packaging away with Christmas clutter. Grandson is disappointed as well as Grandma!
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2020-04-17,"
  Easy for children to learn the time.  My daughter learned it very quickly.  Now she is an expert!
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2019-12-10,"
  My daughter loves it, she wears it every day. Cute and easy to read.
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2020-05-28,"
  Great way to encourage kids to learn\read time
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,5.0,United States,2020-04-18,"
  Daughter was happy to receive
",0
Timex Kid's Analog 28 mm Elastic Fabric Strap Watch,watch,16.99,4.0,United States,2020-06-26,"
  received this for my grandson, and the BATTERY WAS DEAD if your going to sell something that looks like a very popular item and for 25.00 the battery should be in working order and as I read a lot of reviews it looks like others have the same issue
",0
